794,X,1183,1184
795,1185,X,X
796,X,1186,X
797,X,X,1187
798,X,X,X
799,X,X,X
800,1188,1189,X
801,1190,1191,X
802,1192,X,X
803,1193,1194,X
804,1195,1196,X
805,1197,X,X
806,1198,1199,1200
807,X,X,1201
808,1202,X,1203
809,1204,1205,1206
810,1207,X,X
811,X,X,X
812,1208,X,1209
813,X,X,1210
814,1211,X,X
815,X,X,X
816,X,X,1212
817,1213,X,X
818,1214,1215,1216
819,X,1217,1218
820,1219,1220,1221
821,X,1222,1223
822,1224,X,1225
823,1226,1227,1228
824,1229,1230,X
825,X,X,X
826,X,1231,1232
827,X,1233,1234
828,X,X,X
829,X,1235,1236
830,1237,1238,1239
831,X,1240,X
832,X,1241,1242
833,1243,1244,X
834,1245,X,1246
835,X,X,X
836,X,1247,1248
837,1249,X,X
838,1250,X,1251
839,X,X,X
840,1252,X,1253
841,X,1254,X
842,1255,1256,1257
843,1258,X,X
844,X,X,1259
845,1260,1261,1262
846,X,X,X
847,X,1263,1264
848,1265,X,1266
849,X,1267,X
850,1268,X,X
851,1269,X,1270
852,X,X,1271
853,1272,1273,1274
854,1275,X,X
855,1276,X,X
856,1277,1278,1279
857,1280,1281,1282
858,1283,1284,1285
859,1286,1287,1288
860,X,X,X
861,1289,X,1290
862,X,X,1291
863,X,X,X
864,X,X,X
865,X,X,1292
866,1293,X,X
867,1294,1295,X
868,1296,1297,X
869,1298,1299,1300
870,X,1301,X
871,X,1302,1303
872,1304,X,1305
873,1306,1307,X
874,1308,X,1309
875,X,X,1310
876,X,X,1311
877,1312,X,1313
878,1314,1315,X
879,X,1316,1317
880,X,1318,X
881,X,X,X
882,X,X,X
883,1319,1320,X
884,1321,1322,1323
885,1324,1325,X
886,X,X,1326
887,X,X,X
888,1327,1328,1329
889,1330,1331,1332
890,1333,X,1334
891,1335,1336,1337
892,X,X,1338
893,X,X,X
894,1339,X,X
895,1340,X,X
896,X,X,X
897,X,1341,1342
898,X,X,X
899,X,1343,X
900,X,X,X
901,X,1344,1345
902,X,X,1346
903,1347,X,1348
904,1349,1350,X
905,X,1351,1352
906,X,1353,1354
907,X,X,X
908,X,1355,1356
909,X,X,X
910,X,X,X
911,X,1357,X
912,X,1358,1359
913,1360,X,X
914,X,1361,1362
915,1363,X,X
916,1364,X,X
917,X,1365,X
918,X,X,1366
919,X,X,1367
920,1368,1369,X
921,1370,1371,X
922,1372,1373,X
923,X,1374,1375
924,1376,X,X
925,1377,1378,1379
926,X,1380,X
927,X,X,1381
928,X,X,X
929,1382,X,1383
930,1384,1385,1386
931,X,X,1387
932,X,1388,X
933,X,1389,1390
934,X,X,1391
935,1392,X,X
936,1393,1394,1395
937,1396,X,1397
938,X,X,X
939,X,X,X
940,1398,1399,X
941,X,1400,X
942,1401,1402,X
943,1403,1404,X
944,X,X,1405
945,1406,1407,1408
946,1409,X,X
947,X,1410,1411
948,X,1412,1413
949,X,X,1414
950,X,X,X
951,X,X,1415
952,1416,1417,1418
953,1419,X,X
954,X,X,X
955,X,X,X
956,1420,X,X
957,X,X,1421
958,1422,1423,X
959,1424,1425,X
960,1426,1427,1428
961,X,1429,1430
962,X,1431,X
963,X,X,X
964,X,X,1432
965,X,1433,1434
966,1435,1436,1437
967,X,X,X
968,X,1438,1439
969,X,X,1440
970,X,1441,1442
971,X,X,X
972,X,X,X
973,1443,1444,1445
974,X,1446,X
975,X,X,X
976,X,X,X
977,1447,1448,X
978,X,1449,1450
979,1451,X,1452
980,1453,X,X
981,X,X,X
982,X,1454,1455
983,1456,1457,1458
984,1459,X,X
985,1460,X,X
986,X,X,X
987,X,1461,1462
988,1463,X,1464
989,X,1465,1466
990,X,1467,1468
991,X,X,1469
992,1470,1471,X
993,1472,X,1473
994,1474,1475,X
995,1476,1477,1478
996,1479,1480,1481
997,1482,1483,1484
998,X,1485,X
999,X,1486,X
1000,1487,X,1488
1001,1489,1490,X
1002,X,X,1491
1003,1492,1493,1494
1004,1495,X,1496
1005,1497,X,1498
1006,X,1499,1500
1007,X,1501,1502
1008,X,1503,1504
1009,1505,1506,1507
1010,1508,1509,X
1011,1510,1511,1512
1012,1513,1514,1515
1013,X,1516,X
1014,X,X,1517
1015,X,1518,X
1016,1519,1520,X
1017,1521,1522,1523
1018,X,1524,1525
1019,X,X,1526
1020,X,1527,1528
1021,X,1529,X
1022,1530,X,X
1023,X,1531,1532
1024,X,X,X
1025,1533,X,1534
1026,X,1535,X
1027,X,1536,1537
1028,1538,X,1539
1029,X,1540,1541
1030,X,X,X
1031,X,X,X
1032,X,X,1542
1033,1543,1544,X
1034,1545,X,1546
1035,X,X,X
1036,X,X,X
1037,X,X,1547
1038,1548,1549,X
1039,1550,1551,X
1040,1552,X,X
1041,1553,1554,1555
1042,X,X,X
1043,X,X,1556
1044,X,1557,1558
1045,1559,X,X
1046,1560,1561,1562
1047,X,X,1563
1048,X,X,X
1049,1564,1565,X
1050,X,1566,1567
1051,X,1568,X
1052,1569,X,X
1053,1570,X,1571
1054,X,X,X
1055,X,X,X
1056,1572,X,X
1057,X,1573,X
1058,X,1574,X
1059,X,1575,1576
1060,1577,X,X
1061,1578,X,X
1062,1579,1580,1581
1063,1582,X,X
1064,X,X,X
1065,X,X,X
1066,1583,1584,1585
1067,X,X,1586
1068,1587,1588,X
1069,1589,1590,1591
1070,X,1592,1593
1071,X,1594,1595
1072,1596,X,1597
1073,1598,X,1599
1074,X,X,X
1075,1600,1601,1602
1076,1603,X,X
1077,X,1604,X
1078,1605,1606,X
1079,X,1607,X
1080,1608,X,1609
1081,X,X,1610
1082,X,1611,X
1083,1612,1613,1614
1084,X,X,1615
1085,X,X,1616
1086,1617,1618,X
1087,1619,1620,1621
1088,X,1622,1623
1089,X,1624,X
1090,1625,1626,X
1091,X,X,1627
1092,1628,X,1629
1093,X,X,1630
1094,X,1631,X
1095,X,1632,X
1096,1633,X,1634
1097,1635,X,1636
1098,1637,X,X
1099,1638,1639,1640
1100,1641,X,X
1101,1642,1643,1644
1102,X,1645,1646
1103,1647,1648,X
1104,X,1649,1650
1105,X,X,X
1106,1651,1652,X
1107,1653,1654,X
1108,1655,X,1656
1109,1657,X,1658
1110,1659,X,X
1111,1660,X,X
1112,1661,1662,X
1113,X,X,1663
1114,1664,1665,1666
1115,1667,X,1668
1116,1669,X,1670
1117,1671,X,X
1118,X,X,1672
1119,X,X,1673
1120,X,1674,1675
1121,1676,1677,1678
1122,1679,X,X
1123,X,1680,1681
1124,X,X,X
1125,1682,1683,X
1126,X,1684,1685
1127,1686,X,X
1128,1687,X,X
1129,X,X,1688
1130,1689,1690,1691
1131,1692,1693,1694
1132,X,1695,X
1133,X,X,1696
1134,1697,1698,X
1135,X,X,1699
1136,X,X,X
1137,1700,X,1701
1138,1702,1703,1704
1139,1705,1706,X
1140,X,X,1707
1141,1708,1709,X
1142,X,X,X
1143,X,1710,X
1144,1711,X,X
1145,1712,X,1713
1146,1714,X,X
1147,X,1715,1716
1148,X,1717,1718
1149,X,1719,1720
1150,1721,X,X
1151,1722,1723,1724
1152,1725,X,X
1153,X,1726,1727
1154,X,1728,X
1155,1729,X,X
1156,1730,X,1731
1157,X,1732,X
1158,X,X,1733
1159,1734,X,1735
1160,1736,X,X
1161,X,1737,1738
1162,X,X,1739
1163,X,1740,X
1164,1741,1742,1743
1165,X,1744,1745
1166,X,X,X
1167,1746,1747,X
1168,X,X,1748
1169,1749,X,X
1170,1750,1751,X
1171,1752,X,1753
1172,X,X,1754
1173,1755,X,1756
1174,1757,X,1758
1175,X,1759,1760
1176,X,X,1761
1177,1762,1763,X
1178,X,1764,1765
1179,X,X,1766
1180,X,1767,1768
1181,1769,X,1770
1182,1771,X,X
1183,1772,1773,X
1184,1774,X,X
1185,X,1775,X
1186,X,1776,X
1187,1777,X,1778
1188,X,1779,X
1189,X,1780,X
1190,1781,1782,1783
1191,X,1784,1785
1192,1786,X,X
1193,X,1787,1788
1194,X,1789,X
1195,1790,X,X
1196,X,1791,X
1197,1792,X,X
1198,1793,X,1794
1199,X,X,1795
1200,1796,1797,X
1201,1798,X,1799
1202,1800,1801,1802
1203,X,X,1803
1204,1804,1805,X
1205,X,X,1806
1206,X,X,1807
1207,1808,X,1809
1208,1810,X,X
1209,1811,1812,X
1210,X,1813,X
1211,X,1814,X
1212,X,1815,X
1213,1816,X,1817
1214,X,1818,1819
1215,X,X,1820
1216,X,1821,1822
1217,X,X,X
1218,X,1823,1824
1219,X,X,X
1220,1825,1826,1827
1221,1828,1829,X
1222,1830,X,X
1223,1831,1832,1833
1224,1834,1835,X
1225,X,X,1836
1226,X,1837,1838
1227,1839,X,X
1228,1840,1841,X
1229,1842,X,1843
1230,X,1844,1845
1231,1846,1847,1848
1232,1849,1850,X
1233,1851,1852,X
1234,1853,1854,1855
1235,1856,X,X
1236,X,X,1857
1237,1858,1859,1860
1238,X,1861,1862
1239,X,1863,1864
1240,X,X,X
1241,X,1865,X
1242,1866,1867,1868
1243,X,X,X
1244,1869,1870,1871
1245,1872,1873,1874
1246,X,1875,1876
1247,1877,X,X
1248,1878,X,X
1249,X,X,X
1250,X,X,1879
1251,X,1880,1881
1252,1882,1883,X
1253,X,X,1884
1254,X,1885,X
1255,1886,X,1887
1256,1888,1889,1890
1257,X,1891,X
1258,X,1892,1893
1259,X,1894,1895
1260,X,1896,X
1261,1897,1898,X
1262,1899,X,X
1263,X,1900,1901
1264,X,X,X
1265,1902,1903,1904
1266,1905,X,1906
1267,1907,1908,1909
1268,X,1910,1911
1269,1912,1913,1914
1270,1915,X,X
1271,X,X,X
1272,X,1916,1917
1273,X,1918,X
1274,1919,X,1920
1275,1921,1922,1923
1276,X,1924,1925
1277,1926,1927,X
1278,X,1928,1929
1279,X,1930,1931
1280,X,1932,1933
1281,1934,1935,X
1282,X,1936,X
1283,X,1937,1938
1284,X,X,1939
1285,X,X,1940
1286,X,X,1941
1287,1942,1943,X
1288,X,X,X
1289,X,X,X
1290,1944,1945,1946
1291,1947,1948,1949
1292,X,X,1950
1293,1951,X,X
1294,X,1952,1953
1295,1954,X,X
1296,1955,X,1956
1297,1957,1958,X
1298,X,X,X
1299,1959,1960,X
1300,X,1961,1962
1301,1963,1964,1965
1302,1966,1967,1968
1303,1969,1970,1971
1304,X,1972,X
1305,1973,1974,1975
1306,1976,1977,X
1307,1978,1979,1980
1308,1981,1982,1983
1309,1984,X,1985
1310,1986,1987,X
1311,1988,X,1989
1312,X,1990,1991
1313,1992,X,1993
1314,X,1994,1995
1315,1996,1997,1998
1316,1999,X,X
1317,2000,2001,2002
1318,2003,2004,X
1319,2005,X,2006
1320,X,2007,2008
1321,2009,X,X
1322,X,X,X
1323,2010,2011,2012
1324,X,2013,X
1325,2014,X,2015
1326,X,X,X
1327,2016,X,2017
1328,X,X,X
1329,2018,X,X
1330,2019,X,X
1331,X,2020,2021
1332,2022,X,2023
1333,2024,X,2025
1334,2026,2027,X
1335,2028,2029,X
1336,2030,2031,2032
1337,2033,X,X
1338,2034,X,2035
1339,2036,2037,X
1340,2038,X,2039
1341,2040,2041,X
1342,2042,X,2043
1343,2044,X,2045
1344,X,2046,X
1345,2047,2048,2049
1346,2050,X,X
1347,2051,2052,X
1348,2053,2054,2055
1349,X,2056,2057
1350,2058,2059,2060
1351,2061,2062,2063
1352,X,X,2064
1353,X,2065,2066
1354,2067,X,2068
1355,X,X,X
1356,2069,2070,X
1357,X,2071,2072
1358,X,2073,2074
1359,2075,X,X
1360,X,X,2076
1361,X,2077,X
1362,2078,X,X
1363,X,X,X
1364,X,X,X
1365,X,X,2079
1366,X,X,2080
1367,2081,2082,2083
1368,X,2084,2085
1369,2086,2087,X
1370,X,X,X
1371,2088,X,2089
1372,X,X,X
1373,X,X,2090
1374,X,X,2091
1375,2092,2093,X
1376,2094,X,X
1377,2095,X,X
1378,2096,2097,2098
1379,2099,2100,X
1380,X,2101,X
1381,2102,X,2103
1382,X,2104,X
1383,2105,2106,2107
1384,X,2108,X
1385,2109,2110,2111
1386,X,2112,2113
1387,X,2114,2115
1388,2116,2117,X
1389,2118,X,X
1390,X,2119,2120
1391,X,2121,2122
1392,2123,2124,X
1393,2125,2126,2127
1394,X,X,X
1395,X,2128,X
1396,2129,X,X
1397,2130,X,X
1398,2131,X,2132
1399,X,X,2133
1400,2134,X,X
1401,X,X,X
1402,2135,X,X
1403,X,X,X
1404,2136,2137,X
1405,2138,X,2139
1406,2140,X,2141
1407,2142,2143,2144
1408,X,X,2145
1409,X,2146,X
1410,2147,2148,X
1411,2149,2150,X
1412,2151,X,X
1413,2152,X,2153
1414,2154,X,2155
1415,2156,2157,2158
1416,X,2159,2160
1417,2161,X,2162
1418,X,2163,X
1419,2164,2165,2166
1420,2167,X,2168
1421,2169,X,X
1422,X,X,2170
1423,2171,2172,X
1424,2173,2174,X
1425,X,2175,2176
1426,2177,2178,X
1427,2179,X,X
1428,X,X,2180
1429,X,2181,2182
1430,2183,X,X
1431,X,2184,X
1432,2185,X,X
1433,2186,2187,2188
1434,2189,2190,2191
1435,X,2192,2193
1436,2194,X,2195
1437,2196,2197,2198
1438,2199,2200,2201
1439,X,2202,2203
1440,2204,2205,2206
1441,X,X,2207
1442,X,2208,2209
1443,X,2210,X
1444,2211,X,2212
1445,2213,X,2214
1446,X,X,X
1447,X,X,X
1448,X,X,2215
1449,2216,2217,2218
1450,X,X,X
1451,2219,X,2220
1452,2221,X,X
1453,2222,X,X
1454,2223,X,X
1455,2224,2225,2226
1456,2227,X,X
1457,X,2228,X
1458,2229,X,X
1459,X,X,X
1460,2230,2231,2232
1461,2233,X,2234
1462,2235,2236,2237
1463,2238,X,X
1464,2239,2240,X
1465,2241,X,2242
1466,2243,X,X
1467,X,X,2244
1468,X,X,2245
1469,X,2246,2247
1470,X,X,X
1471,2248,X,2249
1472,X,2250,2251
1473,X,2252,2253
1474,2254,2255,2256
1475,2257,X,X
1476,2258,X,X
1477,X,X,2259
1478,2260,X,X
1479,X,X,2261
1480,X,2262,X
1481,2263,X,2264
1482,X,X,X
1483,2265,2266,X
1484,X,2267,2268
1485,2269,X,X
1486,2270,X,X
1487,2271,2272,2273
1488,2274,2275,2276
1489,2277,X,2278
1490,X,2279,2280
1491,X,2281,2282
1492,X,2283,X
1493,X,X,2284
1494,2285,X,2286
1495,2287,2288,X
1496,X,X,X
1497,2289,X,X
1498,X,X,2290
1499,X,X,2291
1500,2292,X,X
1501,2293,2294,2295
1502,X,X,X
1503,2296,2297,2298
1504,2299,2300,2301
1505,2302,X,2303
1506,X,2304,X
1507,X,X,2305
1508,X,X,X
1509,2306,X,2307
1510,2308,X,X
1511,X,2309,2310
1512,2311,X,X
1513,X,2312,X
1514,X,X,2313
1515,X,X,2314
1516,2315,X,X
1517,X,X,2316
1518,2317,2318,X
